text1	text2	label
you pretend to flirt with linda ,	you 're faking flirting with linda .	1
presently gh‚n turned to the king .	ghân soon turned to the king .	1
for a while , as he carefully poured jordan 's ashes , there was silence .	for a while , as he dumped jordan 's ashes on the floor , it was quiet .	1
call coming in on her cell .	for the purposes of this article , `` debt financing ''	0
oh . doing some deep thinking , were you ?	you blame me ?	0
i 'm not like every other woman you know .	i 'm not like other women either .	1
you go to nazca and you immediatly know everything about what our planet consist of , because all the raw materials , converge there at high volumes .	this is tomkin .	0
he knows that you 're close to connecting him to the infertility crisis .	he knows you 're close to revealing his connection to the fertility crisis .	1
and thank you for explaining to us what escrow means .	and thank you for explaining what it means `` in a pledge . ''	1
`` thanks , mike , i 'll think about it .	comp / m.4060 - endesa europa / zedo ) - candidate case for simplified procedure ( 1 )	0
'cause i only get one , like , every 25 years .	the robber put a knife on my neck .	0
`` i 'm happy for you . ''	meanwhile , gerard drew the chain on the stones and pounded the axe .	0
you 're not the gambling type , are you ?	you 're not a gambler , do you ?	1
it 'll be perfect .	this is going to be perfect .	1
maybe talk about things .	i think , dear , this will be the biggest gathering so far ... ``	0
i 'm not this person anymore .	i 'm not like that anymore .	1
i 'll ... i 'll ...	hey , give me the gun .	0
let 's invite one over .	what 's fun ?	0
okay , so you want to be in charge .	so you want to be responsible .	1
taybard glanced down .	taybard looked down .	1
who stood alone , at his feet a dead or unconscious apsalar .	at his feet lay apsalar , dead and unconscious .	1
shadow had not realized that it was the fourth .	shadow had completely forgotten that he was the fourth .	1
tell us !	you said i could handle the anger myself .	0
good thing i did n't hit on him .	`` dr strassen has flown .	0
i could n't get them to raise the limit . —pus interest .	i could n't make them raise the limit .	1
there 's something in me .	there was something .	1
he fully expected the five men to rush into the hotel , question the desk clerk , take up positions and make their moves .	we ca n't afford them .	0
well , do n't wait up .	zikmund gross from jellisation	0
now , see , this is not a problem i have because my cousin nigella 's been very much beaten with the ugly club .	well , look , i 've never done this , because my cousin nigella is so ugly , i would n't even face a tricycle about her .	1
i think it 's coming here .	my boy and i spent half the morning looking for her .	0
`` i— '' she stopped and looked puzzled .	`` me , '' she said , looking puzzled .	1
we 'll open the boxes and find out , wo n't we ?	you 're not grateful he saved your daughter ?	0
she was no one i 'd want to be .	i do n't suppose you want to meet ...	0
i 'm tricia 's boyfriend , you scumbag .	i 'm tricia 's friend , you crook .	1
`` you 're going to need it .	`` you 'll need him . ''	1
cork fragment .	how are you two doing ?	0
save it for the dance .	i wanted a better view of the cemetery .	0
immigration got a tip i was working here illegally .	immigration got a tip .	1
where have you been all this time ?	where have you been ?	1
hard to say , anyway , because a lot of them are probably politicians we think of as being comfortably and reliably dead . ''	it 's difficult to say , because a lot of them are probably politicians that we think are comfortably and reliably dead. ``	1
oh , right , i 'm talking to two girls who probably loved the notebook .	but ... the klatchians are smart enough , are n't they ? '	0
in addition , omeprazole lacks an inhibitory effect on the main cyp enzymes .	it still does n't make any sense .	0
like hell !	annie ... look at this .	0
i know what i did was wrong .	there 's a dream trail somewhere in the dream	0
i do n't know how you can break your mother 's heart like you do .	because i worked at the dentist , spencer .	0
the numbers are automatically added at the end : amarok : volume=10	the second task will be completed at the same time .	0
about what happened in the back yard . yeah ?	he 's a member of the unit .	0
as soon as we get our hotel deposit back , we are out of this mad house .	once we get our back on the hotel , we 'll be out of this mental institution .	1
i stayed with her till she passed .	please open the door .	0
i get it , okay .	i 'll take that , okay .	1
i 'm sorry .	i 'm sorry , should i ... ?	1
his sweet piping tones and angelic beauty were constant sources of intense joy to her .	the sweet tone of voice and angelic beauty became a mother 's constant source of joy .	1
the three desecrators are now dead .	three firefighters are dead .	1
we ca n't leave a string of pearls on the manifest as lost .	we ca n't list the line of pearls as lost .	1
finished , the huge man returned to the shadows .	when he finished , he returned to the shadows .	1
nonetheless , i brought out my primitive bronze sword and crouched , looking around .	um , i 'm a little crowded .	0
he 's so passionate , and he really listens .	he 's so passionate and able to listen .	1
maybe when he raised the bottle in a threatening manner , you used a kel-light , not the handle of your service weapon , to incapacitate the suspect .	maybe he raised the bottle with a threatening style ... you used a telescopic shoe , not your gun ... to disable the suspect .	1
